,Unnamed: 0,place_name,place_pic,place_rating,place_review_count,place_link,country,state,city,open_time,about,address,how_to,nearby_restaurant,nearby_attractions,review_Excellent,review_Very_good,review_Average,review_Poor,review_Terrible,start_time,end_time
1116,1116, Alpine Loop,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/98/07/77/the-american-basin-with.jpg?w=500&h=-1&s=1,4.5,85,https://www.tripadvisor.ca/Attraction_Review-g28927-d212349-Reviews-Alpine_Loop-Colorado.html,United States,Colorado (CO),Things to do in Colorado,,"Located in Southwest Colorado near Silverton and Ouray, this four-wheel drive road circles some of the most magnificent and dramatic scenery in the American West.",See all,,"Hard Tack Mine Tours & Museum,Animas Forks,Ouray Alchemist Museum",,71,7,1,3,3,-1,-1
1117,1117, Pine Island Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/3c/6e/cb/pine-island-beach.jpg?w=500&h=400&s=1,4.0,405,https://www.tripadvisor.ca/Attraction_Review-g34722-d1125606-Reviews-Pine_Island_Park-Weeki_Wachee_Florida.html,United States,Florida (FL),Weeki Wachee,8:00 AM - 8:00 PM,,"10840 Pine Island Dr, Weeki Wachee, FL 34607-1004",,,"Alfred McKethan Pine Island Park,Bayport Park,Linda Pedersen Park",188,144,46,12,15,8,20
1118,1118, Great Swamp National Wildlife Refuge,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/11/0f/9f/great-swamp-national.jpg?w=500&h=400&s=1,4.5,65,https://www.tripadvisor.ca/Attraction_Review-g28951-d210265-Reviews-Great_Swamp_National_Wildlife_Refuge-New_Jersey.html,United States,New Jersey (NJ),Things to do in New Jersey,,"This wilderness area consists of 3,660 acres in the state of New Jersey, and is a popular destination for hikers, wildlife enthusiasts, birdwatchers and paddlers.",See all,,"Delicious Heights Outpost,Twenty-Six Tavern,The Grain House","Helen C. Fenske Visitor Center,The Raptor Trust Center,Environmental Education Center at Lord Stirling Park",43,15,4,3,0,-1,-1
1119,1119, Brooklyn Brewery,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/c0/8e/56/img-20200125-wa0006-largejpg.jpg?w=500&h=400&s=1,4.5,"1,007",https://www.tripadvisor.ca/Attraction_Review-g60827-d283824-Reviews-Brooklyn_Brewery-Brooklyn_New_York.html,United States,New York (NY),Brooklyn,5:00 PM - 11:00 PM,"See the Brewery on our official $18 Small Batch Tour. The Brooklyn Brewery is a leading global independent craft brewer and a pioneer of the American craft beer revolution. From our home in Williamsburg, Brooklyn, we draw inspiration from our local community of innovators and makers to spread the culture and creativity of craft beer to 29 states and 30 countries on 5 continents.","79 N 11th St, Brooklyn, NY 11249-1913","Bedford Ave • 6 min walk,Nassau Ave • 8 min walk","Oregano,Cafe Mogador Williamsburg,The Meatball Shop - Williamsburg","Beyond The Streets,Momenta Art,Brooklyn Flea Market - Williamsburg",616,279,81,18,13,17,23
1120,1120, Cliff Walk,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/a1/69/ff/on-the-cliff-walklooking.jpg?w=500&h=400&s=1,4.5,"5,559",https://www.tripadvisor.ca/Attraction_Review-g60978-d104612-Reviews-Cliff_Walk-Newport_Rhode_Island.html,United States,Rhode Island (RI),Newport,,"Located near the back lawn of The Breakers and other historic mansions like Rough Point, this scenic 3.5-mile walk along Newport's coastline connects the western end of Easton Beach to the eastern end of Bailey’s Beach. Stroll along the Cliff Walk to spot a variety of wildflowers and birds, and enjoy commanding views of Narragansett Bay.It’s mostly an easy walk, but watch out for the southern section, which can get slightly tricky along the rocky shore. 

Newport gets especially busy during summer weekends—plan your visit during spring or fall, or on weekdays for fewer crowds. 

– Tripadvisor",See all,,"Cara,Easton's Beach Snack Bar,Cru Cafe","Bellevue Avenue,International Tennis Hall of Fame,The Elms",3933,1338,233,36,19,-1,-1
1121,1121, Gurnee Mills,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/75/01/2c/gurnee-mills-entrance.jpg?w=500&h=400&s=1,4.0,391,https://www.tripadvisor.ca/Attraction_Review-g36087-d2100926-Reviews-Gurnee_Mills-Gurnee_Lake_County_Illinois.html,United States,Illinois (IL),Lake County,10:00 AM - 8:00 PM,"Gurnee Mills, the largest outlet and full-price retail shopping destination in Illinois, provides the ultimate shopping experience with nearly 200 stores, including Forever 21, H&M, Guess Factory Store, 2nd & Charles, Nike Clearance Store and Bass Pro Shops Outdoor World.  Shoppers can dine at great restaurants including Rainforest Café, Buffalo Wild Wings and Chicago Pizza Co., take a spin on the rink at Top Shelf Ice Arena and catch a movie at Gurnee Marcus Cinema.

Gurnee Mills is located at the intersection of Interstate 94 and Grand Avenue (IL 132) in Gurnee, IL. It is conveniently located in between Chicago and Milwaukee with surrounding cities including Libertyville, Grayslake, Mundelein, Lake Forest, Waukegan, Antioch, and Round Lake Beach.","6170 Grand Ave, Gurnee, IL 60031-4592",,"Spice Restaurant & Lounge,Rainforest Cafe,Outback Steakhouse","Only Child Brewing Company,Six Flags Great America,Independence Grove Forest Preserve",140,150,76,12,13,10,20
1122,1122, Mashantucket Pequot Museum  Research Center,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/dd/72/1d/recreated-16th-century.jpg?w=500&h=400&s=1,4.5,414,https://www.tripadvisor.ca/Attraction_Review-g33831-d105372-Reviews-Mashantucket_Pequot_Museum_Research_Center-Mashantucket_Mystic_Country_Connecticut.html,United States,Connecticut (CT),Mystic Country,9:00 AM - 5:00 PM,"Pequot Museum, located in an ancient cedar forest minutes away from Foxwoods Resort Casino, is the largest Native American museum in the world. REOPENING MAY 19TH!!","110 Pequot Trail, Mashantucket, CT 06338",,"Cedars Steakhouse & Oyster Bar,Pequot Museum Cafe,The Scorpion Bar","Rainmaker Statue,Tanger Outlets Foxwoods,Foxwoods Resort Casino",317,73,17,1,6,9,17
1123,1123, Historic Gaslight District,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/4f/32/45/historic-gaslight-district.jpg?w=500&h=-1&s=1,4.5,390,https://www.tripadvisor.ca/Attraction_Review-g42590-d3812410-Reviews-Historic_Gaslight_District-Petoskey_Emmet_County_Michigan.html,United States,Michigan (MI),Emmet County,,,"Mitchell, Petoskey, MI 49770",,"Johan's Pastry Shop,Julienne Tomatoes,Mancino's of Petoskey","Bear River Valley Recreation Area,Little Traverse Wheelway,Bayfront Park",257,110,21,1,1,-1,-1
1124,1124, Crystal Bridges Museum of American Art,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8b/87/81/photo0jpg.jpg?w=500&h=-1&s=1,5.0,"4,558",https://www.tripadvisor.ca/Attraction_Review-g31441-d877831-Reviews-Crystal_Bridges_Museum_of_American_Art-Bentonville_Arkansas.html,United States,Arkansas (AR),Bentonville,11:00 AM - 8:00 PM,Crystal Bridges Museum of American Art welcomes all to celebrate the American spirit in a setting that unites the power of art with the beauty of nature.,"600 Museum Way, Bentonville, AR 72712-4947",,"Eleven,Crepes Paulette,The Hive","Frank Lloyd Wright's Bachman-Wilson House,The Buckyball,Scott Family Amazeum",4001,430,82,26,20,11,20
1125,1125, Dinosaur Caves Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/43/ed/9b/dinosaur-caves-park-pismo.jpg?w=500&h=-1&s=1,4.5,256,https://www.tripadvisor.ca/Attraction_Review-g32894-d7729075-Reviews-Dinosaur_Caves_Park-Pismo_Beach_San_Luis_Obispo_County_California.html,United States,California (CA),San Luis Obispo County,,,"2701 Price St Corner of Cliff Street and Shell Beach Road, Pismo Beach, CA 93449",,"Zorro's Cafe & Cantina,F. McLintocks Saloon & Dining House,Kulturhaus Brewing Company","Pismo Beach Conference & Visitors Bureau,Margo Dodd Park,Pismo Pier",147,76,30,2,1,-1,-1
1126,1126, Freedom Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/91/72/be/lake.jpg?w=500&h=400&s=1,4.5,799,https://www.tripadvisor.ca/Attraction_Review-g49022-d2367131-Reviews-Freedom_Park-Charlotte_North_Carolina.html,United States,North Carolina (NC),Charlotte,,,"1900 East Blvd, Charlotte, NC 28203-5828",,"Bad Daddy's Burger Bar,Kid Cashew,Lebowski's Neighborhood Grill","Little Sugar Creek Greenway,NASCAR Hall of Fame,BB&T Ballpark",526,210,58,4,1,-1,-1
1127,1127, Easton Town Center,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/7e/ed/e0/photo1jpg.jpg?w=500&h=-1&s=1,4.5,"3,295",https://www.tripadvisor.ca/Attraction_Review-g50226-d256675-Reviews-Easton_Town_Center-Columbus_Ohio.html,United States,Ohio (OH),Columbus,10:00 AM - 9:00 PM,"In stark contrast to the old-country aura of German Village, Easton is the most modern neighborhood in the city, its architecturally contemporary town center drawing shoppers and tourists to an array of nationally and regionally known stores, plentiful restaurants and varied entertainment.","160 Easton Town Ctr, Columbus, OH 43219-6074",,"Mitchell's Ocean Club,The Melting Pot,Northstar Cafe","LEGOLAND Discovery Center Columbus,Experience Columbus Visitor Center,Inniswood Metro Gardens",2178,885,163,41,28,10,21
1128,1128, Spokane Falls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/97/62/a8/riverfront-park-near.jpg?w=500&h=-1&s=1,4.5,593,https://www.tripadvisor.ca/Attraction_Review-g58759-d8145914-Reviews-Spokane_Falls-Spokane_Washington.html,United States,Washington (WA),Spokane,,Explore different ways to experience this place.,See all,,"The Melting Pot,Mizuna Restaurant & Wine Bar,Anthony's at Spokane Falls","SkyRide,Mobius Discovery Center,Spokane Public Library",406,149,30,8,0,-1,-1
1129,1129, Lower Eagle Falls,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/7f/74/06/a-person-at-the-upper.jpg?w=500&h=400&s=1,4.5,309,https://www.tripadvisor.ca/Attraction_Review-g1798615-d6413112-Reviews-Lower_Eagle_Falls-South_Lake_Tahoe_Lake_Tahoe_California_California.html,United States,California (CA),Lake Tahoe (California),,,See all,,"The Beacon Bar & Grill,Camp Richardson General Store & Deli,Evan's American Gourmet Cafe","Fannette Island,Tallac Historic Site,Rainbow Trail",214,69,19,5,3,-1,-1
1130,1130, Lake Winnipesaukee,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/94/a2/82/lake-winnipesaukee.jpg?w=500&h=-1&s=1,4.5,123,https://www.tripadvisor.ca/Attraction_Review-g28950-d108803-Reviews-Lake_Winnipesaukee-New_Hampshire.html,United States,New Hampshire (NH),Things to do in New Hampshire,,One of the most popular lakes in New Hampshire due to its many tourist facilities and attractions.,See all,,"Wright Museum of WWII,Pooja Wholesale Complex,Gunstock Mountain Resort",,92,25,5,1,0,-1,-1
1131,1131, Rainbow Springs State Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/95/1e/1e/rainbow-spring-swimming.jpg?w=500&h=-1&s=1,4.5,918,https://www.tripadvisor.ca/Attraction_Review-g34188-d2249383-Reviews-Rainbow_Springs_State_Park-Dunnellon_Florida.html,United States,Florida (FL),Central Florida,,"Home to one of America’s largest natural springs, with clear water that’s a refreshing 72 degrees Fahrenheit all year round. The park is teeming with wildlife—spot turtles, otters, and manatees if you’re lucky. There are a host of activities you can sign up for, including tubing, paddleboarding, glass-bottom kayak adventures, snorkel tours, and scenic cruises. Hike the various trails, passing by man-made waterfalls and remnants of a decommissioned zoo.

Plan your trip carefully and aim to arrive early, as the park sees high traffic on weekends and in the summer. There are campsites available equipped with potable water, electricity, and restrooms. – Tripadvisor","19158 SW 81st Place Rd, Dunnellon, FL 34432-2463",,"Barn Goddess BBQ & Grill,Subway,Juliette Falls","Rainbow River,K.P. Hole County Park,The Pickin’ Patch",649,197,45,15,12,-1,-1
1132,1132, Eagle and High Peak Mine,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/9e/f7/ef/eagle-and-high-peak-mine.jpg?w=500&h=400&s=1,4.5,316,https://www.tripadvisor.ca/Attraction_Review-g32545-d562512-Reviews-Eagle_and_High_Peak_Mine-Julian_California.html,United States,California (CA),Julian,,,"End of C St, Julian, CA 92036",,"Julian Pie Company,Apple Alley Bakery,Mom's Pie House","Blue Door Winery,Witch Creek Winery,The Old Well",218,80,10,3,5,-1,-1
1133,1133, Tristan Crist Magic Theatre,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/5f/e3/3b/outside-of-the-tristan.jpg?w=500&h=400&s=1,5.0,891,https://www.tripadvisor.ca/Attraction_Review-g60022-d8736670-Reviews-Tristan_Crist_Magic_Theatre-Lake_Geneva_Wisconsin.html,United States,Wisconsin (WI),Lake Geneva,,"The Tristan Crist Magic Theatre features award-winning magic, comedy and illusion performances. The 175 seat intimate venue is located in beautiful Lake Geneva, WI and is open year-round.","100 N Edwards Blvd, Lake Geneva, WI 53147-1907",,"Rosati's,Taco Bell,MOD Pizza","Geneva Lake Museum of History,Geneva Lake,St. Francis de Sales Catholic Parish",816,63,8,3,1,-1,-1
1134,1134, New Mexico State Capitol Roundhouse,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/04/78/46/new-mexico-state-capitol.jpg?w=500&h=-1&s=1,4.5,"1,055",https://www.tripadvisor.ca/Attraction_Review-g60958-d534384-Reviews-New_Mexico_State_Capitol_Roundhouse-Santa_Fe_New_Mexico.html,United States,New Mexico (NM),Santa Fe,7:00 AM - 6:00 PM,Explore different ways to experience this place.,See all,,"Kakawa Chocolate House,Sazón,Restaurant Martin","State of New Mexico Santa Fe Visitor Info Center,San Miguel Chapel,San Ildefonso Pueblo",705,275,62,8,5,7,18
1135,1135, Red Butte Garden,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/02/a1/73/gardens.jpg?w=500&h=400&s=1,4.5,918,https://www.tripadvisor.ca/Attraction_Review-g60922-d269627-Reviews-Red_Butte_Garden-Salt_Lake_City_Utah.html,United States,Utah (UT),Salt Lake City,9:00 AM - 5:00 PM,"Red Butte Garden is the largest botanical garden in the Intermountain West and, together with the University of Utah, is the state arboretum. The Garden has welcomed guests since 1985 and consists of over 21 acres of developed gardens and five miles of hiking trails winding through an extensive Natural Area. All just minutes away from downtown Salt Lake City. The Garden is renowned for plant collections, themed gardens, over 524,000 springtime blooms, gorgeous private rental spaces, a world-class summer concert series, and award-winning horticulture-based educational programs.","300 Wakara Way, Salt Lake City, UT 84108-1214",,"The Museum Cafe,PHC Dining Hall,Wakara Bar","Natural History Museum of Utah,This is the Place Heritage Park,Fort Douglas Military Museum",674,195,37,4,8,9,17
1136,1136, Water Place Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/cb/72/5c/water-place-park-and.jpg?w=500&h=400&s=1,4.5,195,https://www.tripadvisor.ca/Attraction_Review-g60946-d105261-Reviews-Water_Place_Park-Providence_Rhode_Island.html,United States,Rhode Island (RI),Providence,,"Watch a street artist sketching the city, enjoy a lovely stroll by the river past Venice inspired bridges or see some wonderful public art, all at this well-designed four-acre park and scenic riverwalk, considered to be the heart of the restoration of Providence's downtown area.","Memorial Boulevard, Providence, RI 02903",Providence Station • 4 min walk,"The Capital Grille,Cafe Nuovo,Hemenway's Restaurant","Rhode Island School of Design Museum of Art,Burnside Park,Providence City Hall",106,59,22,7,1,-1,-1
1137,1137, Washington State Capitol,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/8f/f1/af/washington-state-capitol.jpg?w=500&h=-1&s=1,4.5,531,https://www.tripadvisor.ca/Attraction_Review-g58653-d2561191-Reviews-Washington_State_Capitol-Olympia_Washington.html,United States,Washington (WA),Olympia,7:00 AM - 5:30 PM,,"416 Sid Snyder Ave SW, Olympia, WA 98501-1347",,"Wagner's European Bakery And Cafe,Swing Wine Bar,Meconi's Sub Shop","Olympia Lacey Tumwater Visitor Center,Hands On Children's Museum,Amtrak Cascades",361,141,23,4,2,7,17
1138,1138, Kalamazoo Valley Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/d7/cd/13/learn-about-familiar.jpg?w=500&h=400&s=1,4.5,315,https://www.tripadvisor.ca/Attraction_Review-g42354-d256938-Reviews-Kalamazoo_Valley_Museum-Kalamazoo_Kalamazoo_County_Michigan.html,United States,Michigan (MI),Kalamazoo County,10:00 AM - 4:00 PM,"The Kalamazoo Valley Museum features exhibits on science, technology and the history of Southwest Michigan. The Museum is currently open limited hours with registration. Please visit our website for more information and to register.","230 N Rose St, Kalamazoo, MI 49007-5803",,"Kalamazoo Beer Exchange,The Studio Grill,Bell's Eccentric Cafe","Final Gravity Brewing Company, Kalamazoo, MI,Amy Zane Studio & Store,The Heritage Company",227,78,6,2,2,10,16
1139,1139, Charlotte Motor Speedway,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/c0/a4/cf/charlotte-motor-speedway.jpg?w=500&h=400&s=1,4.5,982,https://www.tripadvisor.ca/Attraction_Review-g49049-d102848-Reviews-Charlotte_Motor_Speedway-Concord_North_Carolina.html,United States,North Carolina (NC),Concord,9:00 AM - 5:00 PM,"For more than 50 years, Charlotte Motor Speedway has set the standard for motorsports entertainment for fans of all ages.Charlotte Motor Speedway is the only race vacation destination where fans can immerse themselves in the heart of NASCAR country. Visitors can attend one-of-a-kind race spectacles such as the Coca-Cola 600, NASCAR Sprint All- Star Race and Bank of America 500; take behind-the-scenes speedway and race shop tours; explore the new NASCAR Hall of Fame; and drive an 800-horsepower stock car.Charlotte Motor Speedway, zMAX Dragway and The Dirt Track at Charlotte host international NASCAR, NHRA and World of Outlaw events; gigantic AutoFairs, grassroots Legend Car and street legal drag racing, Monster Trucks and one of the world’s largest drive-through holiday light shows, Carolina Christmas. There’s entertainment for every thrill-seeker!Through every event and every decade, Charlotte Motor Speedway puts FANS FIRST with a never-ending commitment to enhance the fan experience. That tradition continues with unmatched value through affordable season tickets, the debut of the world’s largest high-definition television screen and more opportunities for you to see your favorite drivers. Make memories with us at The Greatest Place to See the Race!","5555 Concord Pkwy S, Concord, NC 28027-4600",,"Speedway Club Charlotte Motor Speedway,Rocky River Grille,Zaxby's","Richard Petty Driving Experience,Zmax Dragway,The Dirt Track",642,215,55,22,48,9,17
1140,1140, Rocky Mountain Elk Foundation,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/b3/a3/0f/photo2jpg.jpg?w=500&h=-1&s=1,4.5,282,https://www.tripadvisor.ca/Attraction_Review-g45277-d534238-Reviews-Rocky_Mountain_Elk_Foundation-Missoula_Montana.html,United States,Montana (MT),Missoula,,,"5705 Grant Creek Rd, Missoula, MT 59808-9394",,"Cracker Barrel Restaurant,MacKenzie River Pizza Co.,Starbucks","A Carousel for Missoula,Aerial Fire Depot and Smokejumper Center,Big Sky Brewing",206,62,10,2,2,-1,-1
1141,1141, Polynesian Cultural Center,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/76/e8/00/the-samoan-village-at.jpg?w=500&h=400&s=1,4.5,"9,775",https://www.tripadvisor.ca/Attraction_Review-g60656-d1083842-Reviews-Polynesian_Cultural_Center-Laie_Oahu_Hawaii.html,United States,Hawaii (HI),Oahu,,"The Polynesian Cultural Center, voted the #1 attraction in Hawaiʻi by USA Today, is located along the famous North Shore of Oʻahu. Explore 42 acres of tropical splendor featuring 6 authentic villages representing the island cultures of Hawaiʻi, Fiji, Aotearoa (New Zealand), Samoa, Tahiti, and Tonga. Mingle with Pacific Islanders as they share the majesty of their culture through music, dance and traditional hands-on activities. Our most popular dining option is the award-winning Aliʻi Lūʻau. This royal feast blends a delicious array of island themed dishes with the excitement of authentic Hawaiian entertainment. Finish your adventure though the power of “HĀ: Breath of Life,” an action-packed evening show. Ignited by fire, song and dance featuring over 100 Polynesian performers, this story of passion will make your day a truly unforgettable experience. The Polynesian Cultural Center: all of Polynesia in one exciting place.","55-370 Kamehameha Hwy., Laie, Oahu, HI 96762-2113",,"Tita's Grill and Catering,Pounders Restaurant,The Elephant Shack","Shaka Statue,Hukilau Marketplace,Laie Hawaii Temple",6094,2057,846,394,387,-1,-1
1142,1142, Caesars Atlantic City Casino,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/01/d7/25/caesars-atlantic-city.jpg?w=500&h=400&s=1,4.0,"2,459",https://www.tripadvisor.ca/Attraction_Review-g29750-d269143-Reviews-Caesars_Atlantic_City_Casino-Atlantic_City_New_Jersey.html,United States,New Jersey (NJ),Jersey Shore,,"Bright and dazzling casino measures 124,720 square feet, making it one of the largest gaming areas in Atlantic City.","2100 Pacific Ave, Atlantic City, NJ 08401-6612",,"Dock's Oyster House,Morton's The Steakhouse,White House Sub Shop","Circus Maximus Theater,New Jersey Korean War Memorial,Bally's Atlantic City Casino",961,751,444,167,136,-1,-1
1143,1143, Gerald R Ford Museum,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/ec/39/f7/photo0jpg.jpg?w=500&h=-1&s=1,4.5,"1,131",https://www.tripadvisor.ca/Attraction_Review-g42256-d107351-Reviews-Gerald_R_Ford_Museum-Grand_Rapids_Kent_County_Michigan.html,United States,Michigan (MI),Kent County,10:00 AM - 5:00 PM,"Explore the life and times of Gerald R. Ford, Michigan's only President. Here documents, artifacts, photographs, and videos combine to tell the dramatic story of the Ford Presidency in the mid-1970s. Museum galleries depict Gerald Ford's rise from a humble youth to Eagle Scout, star football player, World War II naval officer, and U.S. congressman, and the unique way by which he became Vice President and President. Meet the issues of the day - the energy crisis, the Nixon pardon, Vietnamese refugees, and learn about the Bicentennial. Your visit will include a stop in the life-sized Oval Office and Cabinet Room. See for yourself how President Ford shaped our world.","303 Pearl St NW, Grand Rapids, MI 49504-5353",,"Butcher's Union,The Chop House - Grand Rapids,Ruth's Chris Steak House","Grand Rapids Public Museum,Van Andel Arena,Grand Rapids Art Museum",763,309,45,8,6,10,17
1144,1144, LEGOLAND California,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/05/1c/0b/7e/legoland-california.jpg?w=500&h=400&s=1,4.0,"9,002",https://www.tripadvisor.ca/Attraction_Review-g32171-d103404-Reviews-LEGOLAND_California-Carlsbad_California.html,United States,California (CA),Carlsbad,10:00 AM - 5:00 PM,"LEGOLAND® California Resort has more than 60 rides, shows and attractions including the new LEGO® Star Wars™: The Force Awakens Miniland Model Display opening March with a 16-foot long Finalizer model made completely out of LEGO bricks plus six more scenes! Conquer dragons, battle pirates and discover ancient treasures at the Resort, also home to LEGOLAND Water Park, SEA LIFE® Aquarium; and NEW for Summer enjoy Surfers’ Cove – a water park expansion featuring racer-water slides. There’s so much to do, you’ll want to spend the night at LEGOLAND Hotel featuring new LEGO NINJAGO themed rooms.","1 Legoland Drive, Carlsbad, CA 92008-4610",,"Karl Strauss Brewing Company,Bricks Family Restaurant,20|Twenty","The LEGO MOVIE WORLD,SEA LIFE Aquarium,Museum of Making Music",3993,2397,1410,686,532,10,17
1145,1145, Devils Lake State Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/6e/7a/b9/devil-s-lake-state-park.jpg?w=500&h=-1&s=1,4.5,"1,271",https://www.tripadvisor.ca/Attraction_Review-g59686-d116876-Reviews-Devil_s_Lake_State_Park-Baraboo_Wisconsin.html,United States,Wisconsin (WI),Baraboo,6:00 AM - 11:00 PM,Devil's Lake has great hiking trails.,"S5975 Park Rd, Baraboo, WI 53913-9299",,"Tumbled Rock Kitchen & Brewery,Fore Seasons Restaurant,Frankie's","Balanced Rock Trail,Circus World,Merrimac Ferry",1001,229,30,6,6,6,23
1146,1146, Battery  White Point Gardens,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/f4/c1/e5/battery-white-point-garden.jpg?w=500&h=400&s=1,4.5,"2,455",https://www.tripadvisor.ca/Attraction_Review-g54171-d2172814-Reviews-Battery_White_Point_Gardens-Charleston_South_Carolina.html,United States,South Carolina (SC),Coastal South Carolina,,Discover historical Civil War monuments nestled among the greenery in these lush gardens on Charleston's south coast. Bonus: There's spectacular views of Fort Sumter and Charleston Harbor.,"East Battery & Murray Blvd., Charleston, SC 29401",,"Brown Dog Deli,Millers All Day,The Establishment","Historic Downtown Charleston,Edmondston-Alston House,Nathaniel Russell House",1534,744,163,12,2,-1,-1
1147,1147, Atlantic Avenue,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/74/b3/11/vista-de-la-avenida.jpg?w=500&h=-1&s=1,4.5,"1,473",https://www.tripadvisor.ca/Attraction_Review-g34179-d207642-Reviews-Atlantic_Avenue-Delray_Beach_Florida.html,United States,Florida (FL),Delray Beach,,"As the main street of Delray Beach, Atlantic Avenue offers a mix of great shopping, delicious food options, and vibrant nightlife near the waterfront. Here at this pedestrain-friendly street, you can browse the coolest antique shops, clothing boutiques, and art galleries. At both lunch and dinner time, a wide range of restaurants awaits you—from fine dining to tiki bars. For some seaside relaxation, hit the Delray Public Beach which is quieter than neighboring spots along the South Florida coast. 

Valet parking is available along the avenue. Alternatively, you can look for self-parking options on the side streets. – Tripadvisor",See all,,"Kilwins Ice Cream and Chocolate,J&J Seafood Bar and Grill,Mussel Beach Restaurant","Seagate Beach,The Art Arena Gallery,Blue Gallery",996,392,56,20,9,-1,-1
1148,1148, Rock Bridge Memorial State Park,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/70/72/58/stairs-leading-down-to.jpg?w=500&h=400&s=1,4.5,341,https://www.tripadvisor.ca/Attraction_Review-g44257-d2265040-Reviews-Rock_Bridge_Memorial_State_Park-Columbia_Missouri.html,United States,Missouri (MO),Columbia,,"Just minutes from Columbia, Rock Bridge Memorial State Park gives visitors the chance to scramble, hike and bicycle through a scenic environment – and lets them peek into Missouri’s underworld. The park contains some of the most popular hiking trails in the state and also offers solitude while hiking in the Gans Creek Wild Area. Visitors can also see a large cave system with its rock bridge, sinkholes, a spring and underground stream at the Devil's Icebox. You can explore Connor's Cave in the light of the opening for a taste of the underground world.","5901 S Highway 163, Columbia, MO 65203-8915",,"Las Margaritas,44 Stone Public House,Sophia's","Stephens Lake Park,Shelter Gardens,Francis Quadrangle",244,89,6,2,0,-1,-1
1149,1149, Yee Haw Brewing Co,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/00/af/37/photo1jpg.jpg?w=500&h=-1&s=1,4.5,179,https://www.tripadvisor.ca/Attraction_Review-g55129-d8635565-Reviews-Yee_Haw_Brewing_Co-Johnson_City_Tennessee.html,United States,Tennessee (TN),Johnson City,,,"126 Buffalo St, Johnson City, TN 37604-5722",,"The Main Street Pizza Company - Johnson City,Freiberg's,White Duck Tacos","Founders Park,Johnson City Brewing Company,Johnson City Public Library",132,36,9,1,1,-1,-1
1150,1150, AACA Museum Inc,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/c0/90/5d/aaca-museum-inc-building.jpg?w=500&h=400&s=1,4.5,857,https://www.tripadvisor.ca/Attraction_Review-g52819-d667735-Reviews-AACA_Museum_Inc-Hershey_Pennsylvania.html,United States,Pennsylvania (PA),Hershey,9:00 AM - 5:00 PM,"The AACA Museum Inc., a Smithsonian Affiliate, displays beautifully restored automobiles, buses, and motorcycles from the 1890s to the 1980s in unique life-like scenes on a cross-country journey from New York to San Francisco. This Museum, a 501(c) (3) non-profit organization, is known to be one of the largest automotive museums. Special exhibits change several times a year always providing something new to view. Our interactive exhibits and model train display are fun for all ages. The AACA Museum, Inc. is home to the Cammack Tucker Collection; along with being the home of the Tucker Automobile Club of America. The Museum holds the World’s largest and most prestigious permanent collection of Tucker Automobiles and related artifacts. We’re proud to have been recently recognized by Road & Track as one of the top 12 automobile museums in the country. The Museum is in South Hanover Township, located just off Route 39, one mile west of Hersheypark Drive, Hershey, Pennsylvania.","161 Museum Dr, Hershey, PA 17033-2462",,"King Kone,The Circular,Trevi 5","Hershey Gardens,The Hershey Story Museum,Troegs Brewing Company",614,196,38,6,4,9,17
